operatingSystemServicePack|logonCount|cn|description|dNSHostName|whenChanged|lastLogon|whenCreated|operatingSystemVersion|displayname|operatingSystem|name
|98|SWF312||SWF312.eastnets.com|2013-06-13T03:37:09.000000000|2013-06-16 01:38:43|2012-05-24T13:53:02.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SWF312
Service Pack 1||VMENBARASKIN||VMENBARASKIN.eastnets.com|2013-08-13T12:39:01.000000000||2012-05-25T07:47:38.000000000|6.1 (7601)||Windows 7 Enterprise|VMENBARASKIN
||TFS2010||TFS2010.eastnets.com|2012-06-27T22:44:46.000000000||2012-05-28T12:43:43.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|TFS2010
Service Pack 1|1793|ENAMDEV049|Mahmoud ALdmiri|ENAMDEV049.eastnets.com|2013-08-15T10:42:04.000000000|2013-03-28 20:18:54|2012-05-29T09:24:58.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV049
Service Pack 1|36|ENAMDEV050||ENAMDEV050.eastnets.com|2012-12-24T09:45:46.000000000|2012-09-11 15:35:33|2012-05-30T07:14:04.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV050
Service Pack 1|17|ENAMDEV051||ENAMDEV051.eastnets.com|2012-12-20T07:49:37.000000000|2012-11-11 11:41:21|2012-05-30T09:43:49.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV051
Service Pack 1||ENAMSW056||ENAMSW056.eastnets.com|2012-10-24T11:54:49.000000000||2012-06-03T09:48:25.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW056
Service Pack 1|9|END-KALOMARI||END-KALOMARI.eastnets.com|2013-07-01T21:37:49.000000000|2013-04-02 18:13:17|2012-06-06T08:30:21.000000000|6.1 (7601)||Windows 7 Professional|END-KALOMARI
Service Pack 1||ENEUSMARCHANT||ENEUSMARCHANT.eastnets.com|2013-08-16T07:54:38.000000000||2012-06-06T08:48:57.000000000|6.1 (7601)||Windows 7 Professional|ENEUSMARCHANT
|3|ENAMGPTEST||ENAMGPTEST.eastnets.com|2012-06-10T12:09:39.000000000|2012-06-10 12:09:41|2012-06-10T12:04:21.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMGPTEST
Service Pack 1|0|GP-TEST||GP-TEST.eastnets.com|2012-07-08T12:18:15.000000000|2012-06-11 00:29:43|2012-06-10T12:50:11.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|GP-TEST
|1834|ENPSDEV||ENPSDEV.eastnets.com|2013-08-19T11:09:38.000000000|2013-03-29 00:53:25|2012-06-12T08:51:18.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENPSDEV
Service Pack 1|16|ENDXB-GIGNACIO||ENDXB-GIGNACIO.eastnets.com|2012-06-24T09:12:23.000000000|2012-06-24 09:12:12|2012-06-13T11:12:13.000000000|6.1 (7601)||Windows 7 Ultimate|ENDXB-GIGNACIO
Service Pack 1|3|ELASTIK||ELASTIK.eastnets.com|2012-06-18T09:04:20.000000000|2012-06-17 09:10:42|2012-06-17T06:15:26.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ELASTIK
||ENJOOTRS||ENJOOTRS.eastnets.com|2012-06-19T07:04:10.000000000||2012-06-18T05:43:51.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENJOOTRS
Service Pack 2|28|COMPLIANCEPRO||compliancepro.eastnets.com|2012-06-28T15:47:32.000000000|2012-07-05 05:21:59|2012-06-18T10:30:44.000000000|5.2 (3790)||Windows Server 2003|COMPLIANCEPRO
|3|OSTICKET01||OSTICKET01.eastnets.com|2012-06-25T07:40:36.000000000|2012-06-18 13:00:32|2012-06-18T11:28:06.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|OSTICKET01
Service Pack 2|745|VMAILJOURNAL||vMailJournal.eastnets.com|2013-05-22T17:31:54.000000000|2013-05-25 05:38:31|2012-06-20T07:39:32.000000000|6.0 (6002)||Windows Server® 2008 Standard|VMAILJOURNAL
Service Pack 1|58|ENAMDEV088||ENAMDEV088.eastnets.com|2013-02-11T11:46:37.000000000|2013-02-11 11:46:37|2012-06-21T08:10:36.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV088
Service Pack 1|105|ENDXB-RSANJUAN||ENDXB-RSANJUAN.eastnets.com|2012-11-06T04:41:16.000000000|2012-11-06 04:40:59|2012-06-24T09:26:08.000000000|6.1 (7601)||Windows 7 Ultimate|ENDXB-RSANJUAN
Service Pack 1|28|ENAMTW002|Ala'a Mouqbel|ENAMTW002.eastnets.com|2013-08-14T12:09:38.000000000|2013-02-21 07:55:51|2012-06-25T06:52:06.000000000|6.1 (7601)||Windows 7 Professional|ENAMTW002
Service Pack 1||ENAMEPMTEST||ENAMEPMTEST.eastnets.com|2012-11-27T14:58:00.000000000||2012-06-26T12:41:48.000000000|6.1 (7601)||Windows Server 2008 R2 Standard|ENAMEPMTEST
|83|QNBDB||QNBDB.eastnets.com|2012-11-13T11:52:19.000000000|2012-11-11 02:10:03|2012-07-01T07:57:25.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QNBDB
||QABDBDR||QABDBDR.eastnets.com|2012-07-01T14:26:36.000000000||2012-07-01T08:10:19.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QABDBDR
|3|QABAPPDR||QABAPPDR.eastnets.com|2012-07-01T08:45:27.000000000|2012-07-02 09:30:24|2012-07-01T08:43:56.000000000|6.1 (7600)||Windows Web Server 2008 R2|QABAPPDR
||QABAPP||QABAPP.eastnets.com|2012-07-01T12:56:11.000000000||2012-07-01T08:43:15.000000000|6.1 (7600)||Windows Web Server 2008 R2|QABAPP
|10|QNBDBDR||QNBDBDR.eastnets.com|2012-11-09T08:22:24.000000000|2012-09-30 22:17:53|2012-07-02T10:09:50.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QNBDBDR
|35|QNBAPP||QNBAPP.eastnets.com|2012-09-26T06:36:25.000000000|2012-10-02 07:12:15|2012-07-02T10:11:26.000000000|6.1 (7600)||Windows Web Server 2008 R2|QNBAPP
|16|QNBAPPDR||QNBAPPDR.eastnets.com|2012-09-24T07:08:36.000000000|2012-10-01 03:07:38|2012-07-02T10:12:04.000000000|6.1 (7600)||Windows Web Server 2008 R2|QNBAPPDR
Service Pack 1||ENEUALHEUREUX||ENEUALHEUREUX.eastnets.com|2013-08-19T07:21:33.000000000||2012-07-03T12:46:00.000000000|6.1 (7601)||Windows 7 Professional|ENEUALHEUREUX
Service Pack 1|380|ENDXB-JSALINOG||endxb-jsalinog.eastnets.com|2013-08-14T09:36:14.000000000|2013-08-15 12:33:21|2012-07-04T07:01:27.000000000|6.1 (7601)||Windows 7 Ultimate N|ENDXB-JSALINOG
Service Pack 1|22|ENBEVDC1||ENBEVDC1.eastnets.com|2013-08-19T10:50:47.000000000|2013-04-24 10:13:17|2012-07-04T15:19:22.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVDC1
Service Pack 1|19|ENBEVHUB01||ENBEVHUB01.eastnets.com|2013-08-10T02:54:33.000000000|2013-04-21 01:21:06|2012-07-04T15:45:56.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVHUB01
Service Pack 1|26|ENBEVCAS01||ENBEVCAS01.eastnets.com|2013-08-12T05:51:15.000000000|2013-07-11 01:34:05|2012-07-04T15:32:41.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVCAS01
Service Pack 1|51|ENBEVMAIL01||ENBEVMAIL01.eastnets.com|2013-08-11T22:34:22.000000000|2013-06-26 03:36:15|2012-07-04T15:40:58.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVMAIL01
Service Pack 1||ENBEFINET||ENBEFINET.eastnets.com|2013-08-19T06:34:15.000000000||2012-07-06T07:45:02.000000000|6.1 (7601)||Windows 7 Enterprise|ENBEFINET
Service Pack 1|0|ENAMHANADI||ENAMHANADI.eastnets.com|2013-02-13T06:32:43.000000000|2013-02-14 11:57:07|2012-07-10T07:31:58.000000000|6.1 (7601)||Windows 7 Professional|ENAMHANADI
Service Pack 1|11|ENAMDEV060||ENAMDEV060.eastnets.com|2013-01-07T07:21:19.000000000|2013-01-07 07:12:04|2012-07-11T11:13:37.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV060
Service Pack 1||BRADC-PC||BRADC-PC.eastnets.com|2012-07-15T11:00:40.000000000||2012-07-15T10:40:20.000000000|6.1 (7601)||Windows 7 Professional|BRADC-PC
||INTEG2VM3||INTEG2VM3.eastnets.com|2012-07-16T08:16:01.000000000||2012-07-16T08:02:20.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|INTEG2VM3
|2|DOUBLETAKE||DOUBLETAKE.eastnets.com|2012-10-11T08:06:08.000000000|2012-07-30 10:39:23|2012-07-17T12:50:50.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|DOUBLETAKE
||DEVVM||DEVVM.eastnets.com|2013-02-04T20:32:43.000000000||2012-07-18T07:05:11.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|DEVVM
Service Pack 1||ENBEKAVADMIN||ENBEKAVADMIN.eastnets.com|2013-05-16T19:40:27.000000000||2012-07-18T08:59:55.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEKAVADMIN
Service Pack 1|32|ENAMHR006|Khalid Alhajjar|ENAMHR006.eastnets.com|2013-01-31T13:03:30.000000000|2012-12-24 13:18:10|2012-07-18T14:22:06.000000000|6.1 (7601)||Windows 7 Professional|ENAMHR006
Service Pack 1|461|VDXBBACKUP||vDXBBackup.eastnets.com|2013-03-23T05:22:25.000000000|2013-03-24 11:48:33|2012-07-19T08:38:14.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|VDXBBACKUP
Service Pack 1|8|USER-7UZETGZ0U||user-7uzetgz0u.eastnets.com|2012-07-19T09:41:38.000000000|2012-07-19 10:42:46|2012-07-19T09:31:59.000000000|5.2 (3790)||Windows Server 2003|USER-7UZETGZ0U
Service Pack 1||ENBEBACKUP01||ENBEBACKUP01.eastnets.com|2013-08-18T02:06:09.000000000||2012-07-20T08:19:34.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEBACKUP01
Service Pack 2||EXNEW131||exnew131.eastnets.com|2013-04-22T07:26:47.000000000||2012-07-22T07:55:15.000000000|5.2 (3790)||Windows Server 2003|EXNEW131
Service Pack 1||FRAUDISRAA||fraudisraa.eastnets.com|2012-07-23T08:00:59.000000000||2012-07-23T07:56:49.000000000|5.2 (3790)||Windows Server 2003|FRAUDISRAA
Service Pack 2|236|TFSTEST2008||tfstest2008.eastnets.com|2013-01-29T12:48:17.000000000|2013-01-29 12:47:16|2012-07-23T10:18:35.000000000|5.2 (3790)||Windows Server 2003|TFSTEST2008
Service Pack 2|20|ENAMVM012||enamvm012.eastnets.com|2013-08-02T09:06:24.000000000|2013-08-04 11:35:59|2012-07-23T10:23:48.000000000|5.2 (3790)||Windows Server 2003|ENAMVM012
Service Pack 2|7|ENAMPRINTER04||enamprinter04.eastnets.com|2012-10-24T11:07:35.000000000|2012-09-19 11:27:06|2012-07-24T10:04:18.000000000|5.2 (3790)||Windows Server 2003|ENAMPRINTER04
Service Pack 3|1|AFNANJABER-VMXP||Afnanjaber-vmxp.eastnets.com|2013-05-14T05:57:07.000000000|2012-08-14 10:09:35|2012-07-25T10:31:00.000000000|5.1 (2600)||Windows XP Professional|AFNANJABER-VMXP
||33RASHAVM||33RASHAVM.eastnets.com|2013-01-08T12:45:49.000000000||2012-07-25T12:15:51.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|33RASHAVM
Service Pack 1||ENBETPATNELL||ENBETPATNELL.eastnets.com|2013-08-15T10:21:16.000000000||2012-07-25T14:00:47.000000000|6.1 (7601)||Windows 7 Professional|ENBETPATNELL
Service Pack 1||ENBERPATTA||ENBERPATTA.eastnets.com|2013-08-08T06:21:21.000000000||2012-07-27T09:14:55.000000000|6.1 (7601)||Windows 7 Enterprise|ENBERPATTA
Service Pack 1|31|ENAMDEV068||ENAMDEV068.eastnets.com|2012-12-17T07:29:22.000000000|2012-10-08 05:29:49|2012-07-29T08:51:44.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV068
||DOUBLE1||DOUBLE1.eastnets.com|2012-08-20T11:35:12.000000000||2012-07-31T08:27:13.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|DOUBLE1
||DOUBLE2||DOUBLE2.eastnets.com|2012-08-20T11:44:14.000000000||2012-07-31T08:29:11.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|DOUBLE2
Service Pack 1|239|AABUGHALION-PC||AABUGHALION-PC.eastnets.com|2013-08-18T13:21:11.000000000|2013-06-25 23:58:22|2012-07-31T09:44:49.000000000|6.1 (7601)||Windows 7 Enterprise|AABUGHALION-PC
Service Pack 1||ENEUJOUDKERK||ENEUJOUDKERK.eastnets.com|2012-10-31T14:37:30.000000000||2012-07-31T13:20:06.000000000|6.1 (7601)||Windows 7 Professional|ENEUJOUDKERK
Service Pack 1|3|ENAMQA031|Asem ALhiari|ENAMQA031.eastnets.com|2013-08-18T05:39:35.000000000|2012-09-02 05:23:44|2012-08-01T10:04:06.000000000|6.1 (7601)||Windows 7 Professional|ENAMQA031
Service Pack 1|34|ENBEVCAS02||ENBEVCAS02.eastnets.com|2013-08-16T15:54:29.000000000|2013-06-16 01:08:25|2012-08-07T14:27:34.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVCAS02
Service Pack 1|32|ENBEVHUB02||ENBEVHUB02.eastnets.com|2013-08-13T16:04:21.000000000|2013-04-23 09:16:27|2012-08-07T14:43:59.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVHUB02
Service Pack 1|23|ENBEVMAIL02||ENBEVMAIL02.eastnets.com|2013-08-16T00:21:12.000000000|2013-04-24 07:55:58|2012-08-07T14:50:23.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENBEVMAIL02
Service Pack 2|1519|VKASPERSKY||vKaspersky.eastnets.com|2013-05-21T15:12:22.000000000|2013-05-25 05:40:46|2012-08-08T10:05:28.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|VKASPERSKY
Service Pack 1|143|ENDXB-KSHAHZAD||ENDXB-KSHAHZAD.eastnets.com|2012-12-05T04:01:36.000000000|2012-11-28 11:26:52|2012-08-13T05:02:16.000000000|6.1 (7601)||Windows 7 Professional|ENDXB-KSHAHZAD
|120|VERICENTRE||VERICENTRE.eastnets.com|2013-02-11T09:40:28.000000000|2013-02-09 08:31:51|2012-08-14T13:08:56.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|VERICENTRE
||ENBEMANAGER01||ENBEMANAGER01.eastnets.com|2013-05-02T10:22:01.000000000||2012-08-16T10:09:32.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENBEMANAGER01
Service Pack 1||ENBGMORASCHI||ENBGMORASCHI.eastnets.com|2013-08-19T07:21:33.000000000||2012-08-17T12:52:01.000000000|6.1 (7601)||Windows 7 Professional|ENBGMORASCHI
Service Pack 1||MHMD-PC||MHMD-PC.eastnets.com|2013-06-19T06:52:01.000000000||2012-08-21T12:16:50.000000000|6.1 (7601)||Windows 7 Enterprise N|MHMD-PC
Service Pack 1|0|ENAMDEV079||ENAMDEV079.eastnets.com|2013-08-12T07:39:37.000000000|2013-03-13 10:09:03|2012-08-26T07:37:02.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV079
Service Pack 1|19|ENAMDEV077||ENAMDEV077.eastnets.com|2012-12-20T08:49:37.000000000|2012-12-20 08:48:11|2012-08-27T09:54:56.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV077
||DAG1|Failover cluster virtual network name account|Dag1.eastnets.com|2012-09-02T13:00:21.000000000||2012-08-27T10:13:47.000000000||||DAG1
Service Pack 1|7|ENAMDEV102|Mo'men Salameh|ENAMDEV102.eastnets.com|2013-01-07T14:00:49.000000000|2012-09-16 12:54:17|2012-08-28T12:02:08.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV102
Service Pack 1|8|ENAMDEV103||ENAMDEV103.eastnets.com|2012-12-20T13:06:11.000000000|2012-08-29 07:41:58|2012-08-28T13:22:10.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV103
Service Pack 1|46|VS2012||VS2012.eastnets.com|2012-12-07T15:13:42.000000000|2012-12-06 15:32:57|2012-08-29T06:42:25.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|VS2012
Service Pack 1|20|ENAMDEV104|Kayed Alfi|ENAMDEV104.eastnets.com|2013-04-30T12:21:58.000000000|2012-10-24 12:37:19|2012-09-02T06:14:14.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV104
Service Pack 1|74|ENAMDEV105|Mohammad Maraqa|ENAMDEV105.eastnets.com|2013-08-14T06:34:19.000000000|2013-03-28 05:00:47|2012-09-02T06:16:24.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV105
Service Pack 1|33|ENAMSALE010||ENAMSALE010.eastnets.com|2013-02-17T08:47:41.000000000|2013-02-20 11:29:08|2012-09-02T12:43:12.000000000|6.1 (7601)||Windows 7 Professional|ENAMSALE010
Service Pack 1|61|ENAMENG001|Muammar Sarhan|ENAMENG001.eastnets.com|2013-08-18T05:39:35.000000000|2013-02-12 13:39:05|2012-09-06T06:49:38.000000000|6.1 (7601)||Windows 7 Professional|ENAMENG001
Service Pack 1||ENAMDEV107|Yaser Rahhal|ENAMDEV107.eastnets.com|2013-07-14T07:51:42.000000000||2012-09-10T10:03:08.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV107
Service Pack 1|4|ENAMDEV109|Shireen Odeh|ENAMDEV109.eastnets.com|2013-08-12T06:54:38.000000000|2012-10-07 11:44:36|2012-09-10T11:11:42.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV109
Service Pack 1||ENAMDEV110|Sameer Ababneh|ENAMDEV110.eastnets.com|2013-08-12T05:24:38.000000000||2012-09-10T11:13:46.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV110
Service Pack 1|13|ENAMPM04||ENAMPM04.eastnets.com|2012-12-27T08:45:45.000000000|2012-10-10 21:17:15|2012-09-10T11:31:03.000000000|6.1 (7601)||Windows 7 Professional|ENAMPM04
Service Pack 1|12|ENAMPDM011|Widian Othman|ENAMPDM011.eastnets.com|2013-08-12T16:04:21.000000000|2013-02-26 06:41:32|2012-09-10T11:33:06.000000000|6.1 (7601)||Windows 7 Professional|ENAMPDM011
Service Pack 1|53|ENAMDEV111|Hany Alfoqaha|ENAMDEV111.eastnets.com|2013-08-18T06:09:39.000000000|2013-03-28 14:57:04|2012-09-10T12:04:31.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV111
Service Pack 1||ENAMDEV013||ENAMDEV013.eastnets.com|2013-01-06T07:03:14.000000000||2012-09-10T12:40:40.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV013
Service Pack 1|0|ENAMTW001|Emad gharaybeh|ENAMTW001.eastnets.com|2013-08-18T06:21:13.000000000|2013-01-29 07:31:58|2012-09-10T12:53:04.000000000|6.1 (7601)||Windows 7 Professional|ENAMTW001
Service Pack 1|0|ENAMSW059|Lina ALbakri|ENAMSW059.eastnets.com|2013-08-12T05:54:38.000000000|2013-03-04 11:29:06|2012-09-11T06:55:08.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW059
Service Pack 1|10|ENAMSW060|Tha'er ALswaity|ENAMSW060.eastnets.com|2013-08-18T05:54:43.000000000|2013-03-28 14:43:15|2012-09-11T07:06:55.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW060
Service Pack 1||ENTEAKDENIZ||ENTEAKDENIZ.eastnets.com|2012-09-12T06:16:10.000000000||2012-09-11T12:31:23.000000000|6.1 (7601)||Windows 7 Ultimate|ENTEAKDENIZ
Service Pack 1||HOME-ENTEAKDENI||home-enteakdeniz.eastnets.com|2012-09-12T06:08:32.000000000||2012-09-12T05:56:35.000000000|6.1 (7601)||Windows 7 Ultimate|HOME-ENTEAKDENI
||MOMEN||Momen.eastnets.com|2013-08-14T07:34:20.000000000||2012-09-18T07:05:26.000000000|6.1 (7600)||Windows 7 Professional|MOMEN
|3|OSSAMA-ZIDE||OSSAMA-ZIDE.eastnets.com|2013-08-14T08:06:14.000000000|2012-10-31 23:39:19|2012-09-23T10:42:38.000000000|6.2 (9200)||Windows 8 Enterprise|OSSAMA-ZIDE
Service Pack 1|239|ENDXB-COBAS||ENDXB-Cobas.eastnets.com|2013-08-14T11:20:55.000000000|2013-03-03 16:59:53|2012-09-24T05:35:51.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-COBAS
|205|TFSHOST||TFSHOST.eastnets.com|2013-08-10T03:51:13.000000000|2013-08-19 10:53:05|2012-09-24T13:28:30.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|TFSHOST
Service Pack 1|18|ENAMHR007|Doa'a Hammad|ENAMHR007.eastnets.com|2013-08-19T07:24:46.000000000|2013-03-28 06:25:29|2012-09-25T09:26:06.000000000|6.1 (7601)||Windows 7 Professional|ENAMHR007
Service Pack 1||SERVICED-Q3LL95||serviced-q3ll95.eastnets.com|2012-12-19T23:26:17.000000000||2012-09-30T05:58:57.000000000|5.2 (3790)||Windows Server 2003|SERVICED-Q3LL95
Service Pack 1|143|ENDXB-ROWENA||ENDXB-ROWENA.eastnets.com|2013-02-17T04:44:43.000000000|2013-02-19 05:03:18|2012-10-04T06:43:37.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-ROWENA
Service Pack 1|12|ENAMENG002|Ala'a Qublan|ENAMENG002.eastnets.com|2013-08-18T06:19:16.000000000|2013-03-27 05:54:30|2012-10-07T07:52:08.000000000|6.1 (7601)||Windows 7 Professional|ENAMENG002
Service Pack 1|0|ENAMSW061|Ahmad Ismai|ENAMSW061.eastnets.com|2013-08-18T05:39:35.000000000|2013-05-08 07:36:26|2012-10-08T09:43:50.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW061
Service Pack 1|3|ENAMDEV108|Reem Yaqoub|ENAMDEV108.eastnets.com|2013-08-19T06:19:19.000000000|2013-03-27 13:15:37|2012-10-08T12:02:56.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV108
Service Pack 2||W2K3||w2k3.eastnets.com|2013-03-23T11:16:16.000000000||2012-10-09T12:41:36.000000000|5.2 (3790)||Windows Server 2003|W2K3
Service Pack 1|186|ENDXB-SMAHMOUD||ENDXB-SMAHMOUD.eastnets.com|2013-08-18T10:06:32.000000000|2013-07-07 10:15:13|2012-10-10T10:40:49.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-SMAHMOUD
Service Pack 1||ENAMDEV113||ENAMDEV113.eastnets.com|2012-12-18T12:04:39.000000000||2012-10-10T10:49:33.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV113
Service Pack 2||PRESALESVM||presalesvm.eastnets.com|2012-10-30T14:52:31.000000000||2012-10-14T11:26:35.000000000|5.2 (3790)||Windows Server 2003|PRESALESVM
|2|DB2NEW||DB2NEW.eastnets.com|2012-10-16T07:49:19.000000000|2012-10-16 08:21:26|2012-10-16T07:44:55.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|DB2NEW
|15|WIN-TGT5TAOB2FM||WIN-TGT5TAOB2FM.eastnets.com|2013-05-22T12:25:18.000000000|2013-05-07 18:17:58|2012-10-16T09:43:04.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|WIN-TGT5TAOB2FM
Service Pack 1|0|ENAMSW062|Wala'a Alkurdi|ENAMSW062.eastnets.com|2013-08-04T08:24:36.000000000|2012-11-13 11:08:45|2012-10-16T13:50:05.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW062
Service Pack 1||ENAMDEV072||ENAMDEV072.eastnets.com|2012-11-04T13:37:34.000000000||2012-10-21T14:12:41.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV072
Service Pack 1|4|ENAMSALE007|Hamadah Almashini|ENAMSALE007.eastnets.com|2013-08-18T05:51:13.000000000|2013-03-28 13:08:35|2012-10-22T07:44:59.000000000|6.1 (7601)||Windows 7 Professional|ENAMSALE007
Service Pack 1|59|ENAMGM03|Mr.Fahed Abu Hijleh|ENAMGM03.eastnets.com|2013-08-19T08:09:38.000000000|2013-06-17 16:36:12|2012-10-23T07:11:42.000000000|6.1 (7601)||Windows 7 Professional|ENAMGM03
Service Pack 1||TFSTEST||TFSTEST.eastnets.com|2012-11-05T09:23:59.000000000||2012-10-30T08:56:37.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|TFSTEST
Service Pack 1|345|ENDXB-IIBRAHIM||ENDXB-IIBRAHIM.eastnets.com|2013-08-13T08:55:36.000000000|2013-08-13 08:39:36|2012-10-31T05:44:12.000000000|6.1 (7601)||Windows 7 Ultimate|ENDXB-IIBRAHIM
Service Pack 3||ENAMACC006||ENAMACC006.eastnets.com|2012-10-31T07:39:45.000000000||2012-10-31T07:37:28.000000000|5.1 (2600)||Windows XP Professional|ENAMACC006
|48|REPORTING3||REPORTING3.eastnets.com|2013-05-13T03:23:43.000000000|2012-12-24 18:44:06|2012-10-31T11:13:53.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|REPORTING3
Service Pack 2|3|PRESALESVM2||presalesvm2.eastnets.com|2012-10-31T12:07:29.000000000|2012-11-01 12:49:37|2012-10-31T11:52:37.000000000|5.2 (3790)||Windows Server 2003|PRESALESVM2
Service Pack 1|2|ENAMDEV116|Hasan Zaqzouq|ENAMDEV116.eastnets.com|2013-06-30T06:42:37.000000000|2013-01-09 06:07:29|2012-11-05T08:03:54.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV116
Service Pack 1|0|ENEUADRISSI||ENEUADRISSI.eastnets.com|2013-08-19T09:06:10.000000000|2013-04-15 13:14:22|2012-11-05T16:02:20.000000000|6.1 (7601)||Windows 7 Professional|ENEUADRISSI
Service Pack 1|3|ENDXB-MZAIDI||ENDXB-MZAIDI.eastnets.com|2012-11-07T09:00:58.000000000|2012-11-07 09:03:29|2012-11-07T06:45:11.000000000|6.1 (7601)||Windows 7 Professional|ENDXB-MZAIDI
Service Pack 3||ENAMACC07||ENAMACC07.eastnets.com|2012-12-02T07:36:36.000000000||2012-11-07T14:17:07.000000000|5.1 (2600)||Windows XP Professional|ENAMACC07
Service Pack 1|31|TFSEPM1||TFSEPM1.eastnets.com|2012-12-02T12:06:36.000000000|2012-12-02 11:07:13|2012-11-08T14:55:34.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|TFSEPM1
Service Pack 1||ARASKIN||ARASKIN.eastnets.com|2013-08-13T12:39:01.000000000||2012-11-09T14:46:37.000000000|6.1 (7601)||Windows 7 Enterprise|ARASKIN
|351|BDUHEIDELVAIO||BDuheidelVAIO.eastnets.com|2013-07-28T06:54:38.000000000|2013-07-11 05:37:08|2012-11-11T05:29:09.000000000|6.2 (9200)||Windows 8 Enterprise|BDUHEIDELVAIO
|41|ENDUDAI0001||endudai0001.eastnets.com|2012-12-03T05:58:59.000000000|2012-12-03 06:53:03|2012-11-11T11:15:21.000000000|6.2 (9200)||Windows 8 Enterprise|ENDUDAI0001
Service Pack 1|6|ENAMDEV117|Suzan Shaker|ENAMDEV117.eastnets.com|2013-07-24T09:04:37.000000000|2013-03-04 06:10:31|2012-11-12T10:37:29.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV117
Service Pack 1|2|ENAMHR008||ENAMHR008.eastnets.com|2013-08-19T12:04:15.000000000|2013-02-26 06:11:14|2012-11-12T13:01:32.000000000|6.1 (7601)||Windows 7 Professional|ENAMHR008
